id,direct_influence_num,indirect_influence_num,different_genre_num,max_year_period,influencer_active_start,score,main_genre
60679,10,629,426,80,1930,0.184814755,Blues
66228,9,207,207,60,1930,0.119572438,Blues
64817,4,51,0,20,1930,0.038646143,Blues
49806,7,815,812,80,1930,0.233616837,Blues
527379,8,190,84,50,1930,0.096920839,Blues
176936,51,1643,1372,80,1930,0.41209202,Blues
276085,99,2701,2349,80,1930,0.669943004,Blues
783025,1,4,4,20,1930,0.036441825,Blues
204714,7,89,12,40,1930,0.07516963,Blues
825208,35,554,297,80,1930,0.202189692,Blues
421122,4,91,79,70,1930,0.121398717,Blues
898336,3,484,484,80,1930,0.177177414,Blues
251210,2,71,45,30,1930,0.055974287,Blues
369270,18,276,253,70,1930,0.148171797,Blues
753094,22,568,177,70,1930,0.165049444,Blues
1006782,8,181,32,30,1930,0.064923168,Blues
3829,48,1259,735,40,1930,0.290939327,Blues
1950198,2,10,10,30,1930,0.054068299,Classical
183867,34,656,619,60,1930,0.217206595,Classical
1528006,3,17,17,40,1930,0.071329889,Classical
278559,2,12,0,60,1930,0.102661308,Comedy/Spoken
744548,20,247,225,50,1930,0.122995378,Comedy/Spoken
46214,1,11,11,40,1930,0.070664151,Country
74970,40,1206,359,20,1930,0.229630585,Country
200775,52,1324,94,40,1930,0.256771665,Country
662800,19,1557,1113,80,1930,0.33229218,Country
549797,184,4138,2470,80,1930,1,Country
269390,3,29,0,40,1930,0.071278706,Country
903609,20,241,19,80,1930,0.152406694,Country
199229,1,5,5,40,1930,0.070554339,Country
314346,6,146,0,80,1930,0.136543662,Country
246022,14,280,181,70,1930,0.139366237,Country
848784,50,1465,208,40,1930,0.271706874,Country
353145,18,246,45,40,1930,0.097775166,Country
193160,15,361,87,40,1930,0.10134233,Country
754767,1,7,0,40,1930,0.070528609,Easy Listening
748088,1,7,0,40,1930,0.070528609,Easy Listening
869487,1,6,0,30,1930,0.053760558,Easy Listening
607804,10,509,420,40,1930,0.135104689,Folk
536754,21,329,116,60,1930,0.134555359,Folk
813092,6,488,404,60,1930,0.149041213,Folk
266160,47,1385,1072,40,1930,0.336765332,Folk
322279,1,47,0,20,1930,0.037111049,Folk
577531,80,2214,1743,80,1930,0.547246884,Folk
404463,21,1293,1291,80,1930,0.334009157,International
230886,2,20,12,20,1930,0.036893587,International
511029,6,67,37,40,1930,0.074276009,Jazz
793227,19,213,0,30,1930,0.08549805,Jazz
769388,1,17,0,40,1930,0.070614607,Jazz
359199,10,376,110,50,1930,0.109987499,Jazz
77698,3,221,0,70,1930,0.123052196,Jazz
634674,3,13,9,20,1930,0.037251138,Jazz
639789,5,19,7,30,1930,0.055751256,Jazz
532957,27,538,408,60,1930,0.17666365,Jazz
166767,3,19,13,60,1930,0.103197494,Jazz
805930,35,734,577,30,1930,0.201438516,Jazz
211758,95,1061,260,70,1930,0.350208676,Jazz
162677,61,1055,437,70,1930,0.288556482,Jazz
172350,15,303,0,60,1930,0.121709506,Jazz
138560,1,7,7,40,1930,0.070588048,Jazz
642664,11,81,15,40,1930,0.079448082,Jazz
551815,36,384,263,70,1930,0.18269698,Jazz
670641,1,10,0,10,1930,0.01856567,Jazz
950571,10,297,133,40,1930,0.092720977,Jazz
825032,3,28,0,50,1930,0.08747262,Jazz
225389,6,219,81,40,1930,0.08164126,Jazz
276592,1,8,8,20,1930,0.036505471,Jazz
765773,1,0,0,0,1930,0,Jazz
210757,1,2,2,30,1930,0.053749425,Jazz
261332,1,17,0,50,1930,0.086822032,Jazz
81796,7,70,0,30,1930,0.05857354,Jazz
511773,2,15,15,80,1930,0.132647652,Jazz
259529,51,996,204,30,1930,0.226231715,Jazz
287604,53,1428,1254,20,1930,0.36598847,Jazz
272567,9,32,31,70,1930,0.122117633,Jazz
397042,3,28,18,40,1930,0.071468933,Jazz
494537,5,47,0,60,1930,0.104278856,Jazz
317093,65,1637,1423,30,1930,0.426140242,Jazz
29609,1,3,3,30,1930,0.053761595,Jazz
720786,1,11,0,40,1930,0.070560121,Jazz
315909,4,62,23,40,1930,0.072577604,Jazz
408531,1,4,0,50,1930,0.08670666,Jazz
873886,14,331,329,50,1930,0.127793287,Jazz
346637,17,408,7,50,1930,0.117617946,Jazz
1163,1,14,0,30,1930,0.05382245,Jazz
743929,24,245,150,50,1930,0.125209565,Jazz
749504,9,36,22,70,1930,0.122010698,Jazz
816895,3,70,70,60,1930,0.105225839,Jazz
958076,8,70,21,50,1930,0.091469189,Jazz
591620,1,13,0,40,1930,0.07057732,Latin
639697,8,35,23,60,1930,0.10631112,Latin
942252,12,91,29,60,1930,0.111030504,Latin
955009,1,10,0,40,1930,0.070551882,Latin
66276,1,27,27,30,1930,0.054352184,Latin
78242,7,73,30,60,1930,0.106355283,Latin
220312,1,4,0,60,1930,0.102356747,Latin
140553,2,22,0,50,1930,0.087088903,Latin
656420,1,1,0,0,1930,0.000143937,Latin
316340,2,9,7,70,1930,0.117849179,Latin
300659,4,32,18,70,1930,0.118975058,Latin
325401,21,175,32,70,1930,0.138624287,Pop/Rock
303050,23,917,655,80,1930,0.239294172,R&B;
1416172,9,3,11,80,1930,0.135895738,Religious
13511,13,509,501,60,1930,0.166053301,Religious
762921,1,17,17,30,1930,0.05403655,Religious
2130,6,89,57,40,1930,0.075397029,Stage & Screen
760240,16,127,52,80,1930,0.145066011,Stage & Screen
11028,4,13,9,60,1930,0.103473728,Stage & Screen
170330,6,52,0,70,1930,0.119992566,Stage & Screen
60306,8,246,242,50,1930,0.109392389,Stage & Screen
304458,2,18,0,40,1930,0.070824376,Stage & Screen
40695,2,21,11,20,1930,0.036891749,Stage & Screen
583723,3,35,19,40,1930,0.071578648,Stage & Screen
608166,2,91,20,70,1930,0.119300058,Vocal
3413,1,13,0,60,1930,0.102440623,Vocal
79016,106,1834,1313,80,1930,0.525587829,Vocal
82584,33,993,742,50,1930,0.247787723,Vocal
642427,1,1,0,0,1930,0.000143937,Vocal
181694,11,88,88,60,1930,0.111579623,Vocal
804476,19,468,386,80,1930,0.180564959,Vocal
197532,4,89,11,60,1930,0.104707675,Vocal
253457,2,1,0,30,1930,0.053925592,Vocal
189644,11,90,81,60,1930,0.111378655,Vocal
184502,75,1000,635,40,1930,0.317160378,Vocal
171728,9,57,12,50,1930,0.091983913,Vocal
792507,71,1004,748,70,1930,0.332002191,Vocal
142178,6,63,37,50,1930,0.090129464,Vocal
802791,4,111,101,60,1930,0.107621278,Vocal
954694,9,140,0,10,1930,0.038019235,Vocal
111934,4,51,0,30,1930,0.055493293,Vocal
112017,12,106,63,60,1930,0.11219649,Vocal
213590,10,167,132,80,1930,0.143225556,Vocal
244406,15,150,70,60,1930,0.117058053,Vocal
837592,5,175,172,80,1930,0.14210802,Vocal
857203,7,162,151,40,1930,0.083751396,Vocal
369389,1,11,0,40,1930,0.070560121,Vocal
813485,8,141,1,20,1930,0.047823821,Vocal
815575,22,450,196,40,1930,0.125543611,Vocal
847735,14,412,373,70,1930,0.159540906,Vocal
366889,2,28,0,60,1930,0.102838872,Vocal
395819,8,197,5,70,1930,0.124895979,Vocal
344275,18,133,68,60,1930,0.120527739,Vocal
315336,15,251,212,60,1930,0.127768189,Vocal
749272,1,3,0,20,1930,0.036414296,Vocal
750203,16,315,298,40,1930,0.115348385,Vocal
43499,6,63,38,60,1930,0.105695799,Vocal
82831,21,456,455,30,1930,0.141662388,Vocal
403120,35,741,546,30,1930,0.198521236,Vocal
959775,1,12,12,40,1930,0.070684987,Vocal
